Invoice Text,Category
PackRight - industrial inventory for corporate account PO#19232,Inventory
UBER hotel accommodation,Travel
cargo handling from DTDC INV-2026-8573,Logistics
PAPERMART printer paper Amt INR 39736,Office Supplies
client meeting travel billed by IndiGo Amt INR 39736,Travel
WB Stationers invoice for printer toner,Office Supplies
WB Stationers invoice for office pens ref:926762,Office Supplies
Airtel - water charges for corporate account Amt INR 39736,Utilities
packaging materials billed by SteelWorks,Inventory
IndiGo airfare for business trip INV-2026-8573,Travel
FEDEX cargo handling,Logistics
Mega Wholesale inv0ice for electronic components INV-2026-8573,Inventory
water charges billed by Municipal Water ref:926762,Utilities
Local Office Mart inv0ice for printer toner,Office Supplies
Airtel invoice for internet bill ref:926762,Utilities
FedEx warehouse delivery PO#19232,Logistics
shipping surcharge from XpressBees ref:926762,Logistics
DHL invoice for container movement,Logistics
monthly compute usage from OpenAI PO#19232,Cloud/Software
FedEx shipping surcharge Amt INR 39736,Logistics
printer toner billed by Staples ref:926762,Office Supplies
airport transfer from IRCTC Amt INR 39736,Travel
GitHub - collaboration software for corporate account,Cloud/Software
DHL - road transport for corporate account INV-2026-8573,Logistics
UPS invoice for air freight,Logistics
cargo handling billed by Maersk Amt INR 39736,Logistics
Mega Wholesale - packaging materials for corporate account,Inventory
IRCTC cab reimbursement,Travel
API usage charges from Zoho,Cloud/Software
annual renewal from Salesforce PO#19232,Cloud/Software
PrintHub invoice for printer cartridges,Office Supplies
client meeting travel from IndiGo,Travel
Delhivery - warehouse delivery for corporate account,Logistics
printer cartridges billed by PaperMart Amt INR 39736,Office Supplies
STEELWORKS industrial inventory ref:926762,Inventory
conference travel from Air India PO#19232,Travel
IndiGo travel expense Amt INR 39736,Travel
cab reimbursement billed by Air India,Travel
last mile shipment billed by UPS,Logistics
office electricity usage billed by BSNL,Utilities
Adobe - SaaS license for corporate account,Cloud/Software
industrial inventory from PackRight Amt INR 39736,Inventory
Oracle - SaaS license for corporate account,Cloud/Software
Staples inv0ice for staplers,Office Supplies
broadband invoice from Vodafone Amt INR 39736,Utilities
Marriott cab reimbursement,Travel
conference travel billed by Marriott ref:926762,Travel
Local Office Mart printer paper INV-2026-8573,Office Supplies
OLA client meeting travel,Travel
Office Depot - folders and binders for corporate account ref:926762,Office Supplies
electronic components from SteelWorks Amt INR 39736,Inventory
SPICEJET airfare for business trip,Travel
Vodafone invoice for water utility charges PO#19232,Utilities
Adobe annual renewal PO#19232,Cloud/Software
DHL air freight Amt INR 39736,Logistics
Blue Dart - freight charges for corporate account ref:926762,Logistics
Global Traders electronic components PO#19232,Inventory
Canon Supplies invoice for printer paper,Office Supplies
hotel accommodation billed by IHG Hotels PO#19232,Travel
ADOBE crm subscription ref:926762,Cloud/Software
hotel accommodation from IndiGo,Travel
OFFICE DEPOT whiteboard markers Amt INR 39736,Office Supplies
MARRIOTT client meeting travel,Travel
shipping surcharge billed by Maersk ref:926762,Logistics
PrintHub - whiteboard markers for corporate account Amt INR 39736,Office Supplies
industrial inventory from AgriSupply,Inventory
collaboration software from Salesforce INV-2026-8573,Cloud/Software
raw material purchase billed by PackRight,Inventory
ElectroParts SKU inventory purchase INV-2026-8573,Inventory
office stationery from Canon Supplies,Office Supplies
SaaS license from Google Cloud,Cloud/Software
warehouse delivery billed by FedEx,Logistics
JIO FIBER internet bill,Utilities
AgriSupply invoice for electronic components Amt INR 39736,Inventory
Microsoft - database hosting for corporate account,Cloud/Software
PaperMart invoice for folders and binders ref:926762,Office Supplies
Google Cloud invoice for collaboration software PO#19232,Cloud/Software
road transport from Delhivery Amt INR 39736,Logistics
freight charges billed by DHL ref:926762,Logistics
STAPLES whiteboard markers,Office Supplies
PaperMart invoice for staplers PO#19232,Office Supplies
ChemStore bulk procurement of components INV-2026-8573,Inventory
Office Depot - folders and binders for corporate account ref:926762,Office Supplies
Atlassian invoice for SaaS license ref:926762,Cloud/Software
PaperMart notebooks INV-2026-8573,Office Supplies
UPS invoice for shipping surcharge,Logistics
flight ticket from Marriott Amt INR 39736,Travel
Salesforce - developer tools for corporate account PO#19232,Cloud/Software
utility surcharge billed by Jio Fiber PO#19232,Utilities
Shadowfax cargo handling,Logistics
CESC telephone chg ref:926762,Utilities
ChemStore raw material purchase INV-2026-8573,Inventory
Office Depot inv0ice for printer paper,Office Supplies
telephone charges from Municipal Water,Utilities
express parcel from Maersk,Logistics
electronic components from ElectroParts INV-2026-8573,Inventory
LOCAL OFFICE MART notebooks ref:926762,Office Supplies
INDIGO travel expense ref:926762,Travel
Vodafone meter consumption charges,Utilities
Staples invoice for printer paper,Office Supplies
Global Traders invoice for bulk procurement of components,Inventory
PrintHub desk supplies INV-2026-8573,Office Supplies
CRM subscription billed by Adobe ref:926762,Cloud/Software
finished goods procurement billed by Global Traders ref:926762,Inventory
container movement billed by DTDC PO#19232,Logistics
PackRight - finished goods procurement for corporate account,Inventory
Industrial Hub - manufacturing supplies for corporate account ref:926762,Inventory
raw material purchase billed by SteelWorks,Inventory
IHG Hotels conference travel ref:926762,Travel
CESC telephone charges,Utilities
monthly compute usage from Salesforce INV-2026-8573,Cloud/Software
INDUSTRIAL HUB electronic components INV-2026-8573,Inventory
water chg from Energy Board PO#19232,Utilities
SpiceJet hotel accommodation ref:926762,Travel
SKU inventory purchase from ElectroParts ref:926762,Inventory
developer tools from Oracle INV-2026-8573,Cloud/Software
Industrial Hub warehouse stock replenishment ref:926762,Inventory
utility surcharge from CESC,Utilities
Delhivery - express parcel for corporate account INV-2026-8573,Logistics
MARRIOTT conference travel PO#19232,Travel
utility surcharge from Jio Fiber Amt INR 39736,Utilities
warehouse delivery billed by Delhivery,Logistics
GitHub - API usage charges for corporate account,Cloud/Software
BSNL internet bill,Utilities
Uber rail ticket booking INV-2026-8573,Travel
Google Cloud - developer tools for corporate account INV-2026-8573,Cloud/Software
XpressBees - courier charges for corporate account INV-2026-8573,Logistics
Energy Board electricity bill,Utilities
printer cartridges from PaperMart,Office Supplies
Shadowfax - container movement for corporate account Amt INR 39736,Logistics
Global Traders bulk procurement of components ref:926762,Inventory
SpiceJet invoice for hotel accommodation Amt INR 39736,Travel
CANON SUPPLIES staplers,Office Supplies
Salesforce CRM subscription ref:926762,Cloud/Software
OpenAI invoice for developer tools INV-2026-8573,Cloud/Software
ChemStore - raw material purchase for corporate account,Inventory
cab reimbursement billed by MakeMyTrip ref:926762,Travel
raw material purchase from ChemStore,Inventory
WB Stationers - office pens for corporate account,Office Supplies
Local Office Mart printer cartridges,Office Supplies
Municipal Water water utility charges Amt INR 39736,Utilities
IHG HOTELS airfare for business trip,Travel
FEDEX shipping surcharge ref:926762,Logistics
Industrial Hub manufacturing supplies PO#19232,Inventory
CHEMSTORE manufacturing supplies ref:926762,Inventory
printer paper from Canon Supplies INV-2026-8573,Office Supplies
Energy Board gas utility payment,Utilities
BSNL internet bill,Utilities
express parcel billed by Blue Dart,Logistics
hotel accommodation from Ola,Travel
Airtel invoice for utility surcharge Amt INR 39736,Utilities
AGRISUPPLY sku inventory purchase INV-2026-8573,Inventory
Jio Fiber telephone charges ref:926762,Utilities
Ola travel expense ref:926762,Travel
XpressBees invoice for air freight,Logistics
flight ticket from IndiGo,Travel
BSNL - meter consumption charges for corporate account Amt INR 39736,Utilities
BSNL utility surcharge,Utilities
Office Depot inv0ice for office pens ref:926762,Office Supplies
BSNL invoice for water charges,Utilities
VODAFONE telephone charges,Utilities
CANON SUPPLIES office pens,Office Supplies
raw material purchase billed by AgriSupply PO#19232,Inventory
Gati freight charges Amt INR 39736,Logistics
monthly compute usage billed by Zoho INV-2026-8573,Cloud/Software
FedEx - air freight for corporate account INV-2026-8573,Logistics
UBER client meeting travel,Travel
AWS invoice for developer tools INV-2026-8573,Cloud/Software
software subscription billed by Microsoft PO#19232,Cloud/Software
printer cartridges from Office Depot Amt INR 39736,Office Supplies
Global Traders - SKU inventory purchase for corporate account,Inventory
DHL container movement PO#19232,Logistics
Air India rail ticket booking,Travel
AIRTEL broadband invoice,Utilities
Energy Board invoice for utility surcharge,Utilities
rail ticket booking billed by Ola Amt INR 39736,Travel
AgriSupply electronic components INV-2026-8573,Inventory
Staples invoice for staplers,Office Supplies
BSNL utility surcharge PO#19232,Utilities
IRCTC cab reimbursement,Travel
SteelWorks - electronic components for corporate account,Inventory
MakeMyTrip invoice for airfare for business trip Amt INR 39736,Travel
Jio Fiber - electricity bill for corporate account Amt INR 39736,Utilities
Mega Wholesale bulk procurement of components,Inventory
Tata Power - meter consumption charges for corporate account Amt INR 39736,Utilities
OpenAI - software subscription for corporate account PO#19232,Cloud/Software
Canon Supplies office pens INV-2026-8573,Office Supplies
INDUSTRIAL HUB sku inventory purchase PO#19232,Inventory
packaging materials from ChemStore,Inventory
Gati last mile shipment ref:926762,Logistics
developer tools from Atlassian,Cloud/Software
IndiGo - client meeting travel for corporate account INV-2026-8573,Travel
Microsoft invoice for developer tools,Cloud/Software
SteelWorks - packaging materials for corporate account Amt INR 39736,Inventory
Jio Fiber water utility chg Amt INR 39736,Utilities
Oracle - monthly compute usage for corporate account INV-2026-8573,Cloud/Software
ChemStore - packaging materials for corporate account Amt INR 39736,Inventory
container movement from Maersk ref:926762,Logistics
UBER rail ticket booking Amt INR 39736,Travel
Jio Fiber - broadband invoice for corporate account INV-2026-8573,Utilities
Microsoft monthly compute usage PO#19232,Cloud/Software
OpenAI SaaS license,Cloud/Software
printer paper billed by Office Depot PO#19232,Office Supplies
Google Cloud - CRM subscription for corporate account ref:926762,Cloud/Software
WB Stationers invoice for desk supplies,Office Supplies
office electricity usage from BSNL INV-2026-8573,Utilities
AWS monthly compute usage,Cloud/Software
MakeMyTrip - client meeting travel for corporate account,Travel
Google Cloud invoice for collaboration software Amt INR 39736,Cloud/Software
AWS invoice for cloud hosting INV-2026-8573,Cloud/Software
VODAFONE office electricity usage,Utilities
airfare for business trip from IHG Hotels,Travel
Canon Supplies invoice for printer paper PO#19232,Office Supplies
OpenAI CRM subscription Amt INR 39736,Cloud/Software
internet bill from CESC PO#19232,Utilities
ChemStore finished goods procurement ref:926762,Inventory
Office Depot invoice for printer cartridges,Office Supplies
air freight billed by UPS,Logistics
BSNL inv0ice for telephone chg ref:926762,Utilities
FedEx express parcel Amt INR 39736,Logistics
GATI freight charges PO#19232,Logistics
Local Office Mart inv0ice for desk supplies ref:926762,Office Supplies
raw material purchase billed by PackRight ref:926762,Inventory
Office Depot inv0ice for desk supplies ref:926762,Office Supplies
developer tools billed by OpenAI,Cloud/Software
Google Cloud developer tools,Cloud/Software
electricity bill from Airtel,Utilities
industrial inventory billed by Mega Wholesale Amt INR 39736,Inventory
